baseMean log2FoldChange lfcSE stat pvalue padj weight
chr3_127415757_127417100 25.2993347581871 -1.11963800967388 0.309566076463311 -3.61679814036915 0.00029826972636415 0.0138214534679288 3.97653780172579
chr1_220445034_220446322 76.5128454687711 0.634028156783301 0.17746166156262 3.57276130066873 0.000353236722137449 0.0138342120625466 4.70110458766979
chr2_1873572_1874484 23.6859333782936 1.2569815939697 0.348910322071273 3.60259216897839 0.000315059633183525 0.0138471339172774 4.18562683728989
chr10_1094311_1095833 93.9994364735279 0.572352219869127 0.163299924216487 3.5049141793254 0.000456754493494404 0.0138509528455968 6.06136244800336
chr13_113862468_113864685 99.6233875111575 0.563291164341649 0.157734098335673 3.57114390791339 0.000355425531983573 0.0138853082116915 4.70110458766979
chr8_15397162_15398499 40.7876905176915 0.874800199978362 0.242903251322928 3.60143470790911 0.000316465906352248 0.0138963257169393 4.17901372314467
chr16_2219715_2221255 30.3597975216229 -1.11765778862529 0.30389840613974 -3.67773494709073 0.000235314294542032 0.0139007755180781 3.10381958166976
chr11_69069123_69069811 39.0472565903442 -0.908513304303154 0.25230292030505 -3.60088303062328 0.000317138240005725 0.0139374722362955 4.16862106423833
chr1_39670044_39671401 41.5607502267598 0.90230029677687 0.248997795677133 3.62372805077701 0.000290386930901694 0.0139803950371172 3.80212487314066
chr2_47510114_47511747 21.3567021469483 -1.32650189783377 0.368622836165143 -3.59853424067167 0.000320015722637211 0.013983657850198 4.18562683728989
chr11_66737739_66738961 53.3600322101381 -0.755696941554305 0.215897502124904 -3.50025791922831 0.000464808197905481 0.0139906844509122 6.06136244800336
chr13_44947116_44948635 18.0141431117096 -1.41139301724925 0.378060058557905 -3.7332508031474 0.000189024203673024 0.0139906844509122 2.46879439729965
chr20_46680423_46681113 18.7796696554666 -1.44403393621946 0.401355889810939 -3.59788898799935 0.000320810484640538 0.0139906844509122 4.1856268371571
chr17_25798326_25799563 45.082355667033 0.861706415922435 0.239497481444212 3.5979769420797 0.000320702042367695 0.0140244924250439 4.16862106423833
chr22_43263471_43264208 22.0867977583765 -1.17206618568379 0.32586892913689 -3.59674114616628 0.000322228857368476 0.0140358812929553 4.18162701614218
chr1_186528641_186529294 27.2271153777906 1.17373809988608 0.328564341623683 3.57232344229979 0.000353828025992111 0.0140698039735937 4.57310336377556
chr3_154104937_154105626 12.1944609975507 1.82808770154044 0.472546611048265 3.86858705321183 0.000109467854148875 0.0140698039735937 1.41502503912124
chr1_228462977_228464391 50.2408493786562 -0.903606514488024 0.251263576535988 -3.59624951194867 0.000322838156724545 0.0140715797968483 4.16862106423833
chr2_109789837_109790619 19.0051005361365 -1.25477990426709 0.351709222141262 -3.56766278867467 0.000360179613831615 0.0140881472820165 4.64151263845805
chr1_27049636_27050504 39.6512850363584 0.956677497339498 0.266143988563159 3.59458615805808 0.000324907614393459 0.0141034236342216 4.17901372314467
chr10_126815707_126816068 14.6792993365046 1.59599791909166 0.428057759648574 3.72846393533887 0.000192650472330585 0.0141092259818746 2.46879439729965
chr21_46420571_46421553 22.3117017358836 -1.25236593669486 0.342409114395381 -3.65751343653999 0.000254673912924453 0.0141092259818746 3.26375552091871
chr4_164415262_164416451 65.3281376921579 0.702144846499788 0.200670441429121 3.49899487687025 0.00046701555428568 0.0141092259818746 5.98549523606804
chr6_11365153_11366047 14.7310750174815 -1.61046915383772 0.431712318751116 -3.73042205164909 0.000191159279417163 0.0141092259818746 2.4552908645588
chr1_94050110_94051175 24.440419979669 -1.13781654583598 0.316701053428116 -3.59271474950822 0.000327250762231936 0.0141383597088132 4.18162701614218
chr1_52048925_52049980 12.7955417081119 -1.92159832910388 0.512456719664807 -3.74977682088114 0.00017699202026512 0.0142433732141132 2.24310907717343
chr1_11750735_11752092 18.8616362226609 -1.3081731786639 0.363622751019369 -3.59761091679937 0.000321153556113264 0.0142794690609405 4.05324556093947
chr5_169122848_169123529 33.7707532130863 1.0279556042952 0.283871318079532 3.62120277331857 0.000293236564026375 0.0142794690609405 3.70337183587796
chr1_220605712_220606201 26.0917546420855 -1.13442371906385 0.316291352835542 -3.58664158502526 0.000334964225828034 0.0143408063818854 4.1856268372899
chr1_228327382_228328621 226.103929380172 0.405141282301394 0.11389290100337 3.55721277386206 0.000374810562308672 0.0143408063818854 4.70110458766979
chr2_3605461_3606563 65.2643999630559 0.661631569658689 0.189634508152771 3.48898297099846 0.000484862036401314 0.0143408063818854 6.06136244800336
chr2_135853153_135853552 9.28719438863296 2.26530443669302 0.562518662574182 4.0270742775477 5.64751958490353e-05 0.0143408063818854 0.706047746973662
chr5_128987996_128989119 23.032602949675 1.20391115794538 0.335634040311709 3.58697573353193 0.000334535442672016 0.0143408063818854 4.18162701614218
chr7_130010890_130011328 17.5557080574234 -1.48779928097356 0.393893780064461 -3.77715860537347 0.000158627721593513 0.0143408063818854 1.98404309212961
chr9_139000149_139000647 25.7735145227697 -1.07146278739322 0.297535464913982 -3.60112629834895 0.000316841602982423 0.0143408063818854 3.97653780172579
chr12_133127630_133128617 19.3285719931641 -1.27004858216569 0.356959101704752 -3.55796665808559 0.000373736739031333 0.0144058780172906 4.64151263845805
chr20_62485573_62486623 23.4733460143676 -1.20552997731391 0.336252100208611 -3.58519687034222 0.000336824024897661 0.0144058780172906 4.18562683728989
chr13_80221625_80222650 26.8912300589614 1.05448583912559 0.294202521142541 3.58421754861404 0.000338090207374684 0.0144163204227087 4.1856268372899
chr16_88385748_88387492 27.7299794974161 -1.1035240907787 0.309881567796444 -3.56111561789822 0.000369282419210071 0.0144163204227087 4.57310336377556
chr19_56825481_56827064 96.5057893530223 0.586480036033384 0.165582337869609 3.54192387653821 0.000397220088581569 0.0144163204227087 4.92301184571865
chr19_55591486_55593131 26.7552368631506 -1.07279248857331 0.302946812445114 -3.54119087741737 0.000398325302691709 0.0144978309618723 4.89603297841886
chr3_148620789_148621284 10.3514759222329 2.09654901471462 0.519371573426498 4.03670343542845 5.42075215594272e-05 0.0144978309618723 0.666253516014717
chr16_67438094_67439410 21.0701434821021 -1.21944515104271 0.334418093322092 -3.6464688226908 0.000265868718683618 0.0145038522127989 3.26375552091871
chr7_130529852_130530840 32.5015584309689 1.08904505267542 0.304051344046169 3.58178009734453 0.000341260993371719 0.0145277254913185 4.17901372314467
chr2_14966564_14967048 14.3137053346263 1.57255242835052 0.423227838725559 3.71561670679759 0.000202708673660082 0.0145382247411592 2.47854629202711
chr9_15510231_15511583 39.0517764964384 0.888756178120079 0.247332940039865 3.5933595338204 0.000326441662616831 0.0145810277161709 3.97653780172579
chr14_101338195_101338970 16.498522228136 -1.39935729374383 0.385523922025657 -3.62975476694466 0.000283690611882046 0.0145838629697297 3.45232701566818
chr5_61215765_61216373 23.861487876783 -1.15807597625378 0.325933816179018 -3.55310163833296 0.000380717337429636 0.0146161883861913 4.61913023642943
chr13_50570314_50571953 40.9111240732426 -0.863445939264202 0.240409822604673 -3.59155848920551 0.000328706383450184 0.0146469477722625 3.97653780172579
chr20_32290793_32291683 18.7598316445798 -1.30166141313328 0.363074000857391 -3.58511325531279 0.000336931958775713 0.0147175698098981 4.05324556093947
chr6_170892986_170894578 59.8542800240679 0.706650397812718 0.202954672404683 3.48181389193981 0.000498029697265754 0.0147199028967784 5.98549523606804
chr16_14656601_14657474 25.9011171572146 1.15163800754635 0.324136587929008 3.55294049000905 0.000380950633842929 0.0147251841607572 4.57310336377556
chr1_150868021_150868512 22.9518810932809 -1.30965582170346 0.366292871284067 -3.57543355160684 0.00034964797774803 0.0147569336683801 4.18162701614218
chr20_1924187_1924687 26.7121772620924 -1.07806091363826 0.3050443702366 -3.53411181724838 0.000409147946592742 0.0147569336683801 4.89603297841886
chr9_104160432_104161611 83.0878459904924 0.669736816545197 0.189707739198443 3.53036106684411 0.000414992904773235 0.0148653204102215 4.92301184571865
chr17_79988166_79989664 30.240330730078 -1.07644966160885 0.298652146328666 -3.60435936872262 0.000312923829718881 0.0148769806902801 3.70337183587796
chr5_110977187_110978293 15.2625083969578 1.57392924114091 0.432226203609883 3.64144799180547 0.000271108898538801 0.0148769806902801 3.21032312158849
chr3_4617001_4617719 20.6326570985001 1.2934247768864 0.364889655875816 3.54470113377671 0.000393058488142787 0.0148979336258037 4.64151263845805
chr11_820970_821571 22.7619741405172 -1.15885583860702 0.326867934977382 -3.54533349588791 0.000392116632112639 0.0149223985320038 4.61913023642943
chr19_6744383_6745476 52.0468583607809 -0.781262991444716 0.217277436875284 -3.59569315010447 0.000323528975865951 0.0149342530279448 3.80512312704137
chr1_82265992_82268208 49.2866494845087 0.785108023174648 0.218392106418027 3.59494688728292 0.000324457762491464 0.014953409517147 3.80512312704137
chr11_408620_409164 16.5899278672364 -1.43487763945902 0.387168650292955 -3.70607909078721 0.000210492591772478 0.014953409517147 2.46879439729965
chr17_75315359_75316083 26.2332393889539 -1.08121878764913 0.302986173169614 -3.568541680758 0.000358973752192894 0.0150282785741047 4.1856268372899
chr14_20810873_20812018 91.1869862272401 0.573830746645134 0.165389853209274 3.46956439896614 0.000521303077514902 0.0150536363781297 6.06136244800336
chr2_47197561_47198621 45.2216682852762 -0.847456770708139 0.237509260331844 -3.5680999112375 0.000359579398200421 0.0150536363781297 4.17901372314467
chr10_74074792_74075783 22.5807829157189 -1.1209782795602 0.314285287055789 -3.56675391985884 0.000361430587391747 0.0150574439552802 4.18562683728989
chr11_64334029_64335026 23.4425648757126 -1.24202102413791 0.348233735581236 -3.56663038997315 0.000361600928098028 0.0150574439552802 4.18162701614218
chr16_2065332_2066085 33.362487343895 -0.975018030611521 0.272302029646678 -3.58064914858197 0.000342741630314594 0.0150574439552802 3.97653780172579
chr2_28635919_28636752 17.6054128236606 -1.45919934933508 0.388331872766142 -3.75760902379966 0.000171544633939085 0.0150574439552802 1.98404309212961
chr4_106394102_106395620 69.9854304578149 0.661479567618341 0.190721285405115 3.46830489430311 0.000523752688874923 0.0150574439552802 6.06136244800336
chr7_1354204_1354881 14.7734369192365 -1.59307017425672 0.428693342570169 -3.71610663395355 0.00020231622458002 0.0150574439552802 2.34460083731489
chr15_89089380_89090238 63.9502640821478 0.759656730978577 0.218887711843492 3.47053164648064 0.00051942913058983 0.0150991302695571 5.98549523606804
chr21_28942218_28943247 34.1689459808794 1.07414113785395 0.301297916355962 3.56504668483977 0.000363791428553276 0.0151343355997192 4.17901372314467
chr19_2032028_2033083 54.7115676319533 -0.774934562913569 0.219361168348975 -3.53268798094997 0.000411357658880232 0.01518878809599 4.70110458766979
chr2_121077690_121078556 16.0031204754242 -1.47356494602286 0.399025605133266 -3.6929082421433 0.000221704033917563 0.01518878809599 2.53548204302281
chr4_128981782_128983675 95.865835217393 0.576488346168268 0.163781348232197 3.5198656769571 0.000431765399558294 0.0152117850989429 4.92301184571865
chr9_94191233_94191713 12.9850294714564 -1.67994875165636 0.451248431302425 -3.72289106204219 0.000196954515940973 0.015217342645089 2.24310907717343
chr1_158938960_158939522 15.7159709004178 1.55135765348604 0.427366398361323 3.63004124665511 0.000283375933246626 0.0152861386825932 3.21032312158849
chr7_1560093_1560754 17.1607922212626 -1.42254016169631 0.37915677273171 -3.75185217304002 0.000175532960209678 0.0153091729675739 1.98404309212961
chr12_46603685_46604277 22.1134018020788 1.29750102019489 0.364525848198645 3.55942116754318 0.000371673076208543 0.0153414600411936 4.18562683728989
chr20_19797601_19798125 20.4323165892308 1.34195227305589 0.376983508859302 3.55971081365455 0.000371263399301029 0.0153414600411936 4.18162701614218
chr17_79980270_79981781 90.9278010000215 -0.602318942979985 0.171300808302701 -3.51614769917282 0.000437857329069647 0.0153423131269123 4.92301184571865
chr20_62430921_62432202 20.4034013541669 -1.21909151461783 0.342507193618378 -3.55931652628629 0.000371821185215576 0.0153423131269123 4.18162701614218
chr7_78814860_78815330 11.7593049450144 2.03031039303444 0.523088575581351 3.88138928627526 0.000103861432900029 0.015363560975294 1.16523472103695
chr11_117959186_117959855 13.804411450004 -1.59079054690163 0.429090525319676 -3.70735416662132 0.000209435949343396 0.0153745913076492 2.34460083731489
chr20_60891802_60892491 15.3792941969221 -1.54232795686843 0.417496315977687 -3.69423129700349 0.00022055297838264 0.0153745913076492 2.46879439729965
chr14_91526282_91527578 140.132364537137 0.509033614449137 0.144858710908532 3.51400072012622 0.000441411616199724 0.0154188199550621 4.92301184571865
chr20_57220296_57221156 22.9330457068071 -1.14101897406569 0.320860702410747 -3.55611941721996 0.000376373051369485 0.0154510934389908 4.18562683728989
chr1_150521104_150522656 57.2881974908822 -0.682886789079016 0.197612376199768 -3.45568836431924 0.000548889524144813 0.0155481635716147 6.06136244800336
chr7_151547641_151549289 23.238407307267 -1.11629858772806 0.316474328144719 -3.52729586084339 0.000419827357941843 0.0155933134643216 4.61913023642943
chr2_30407840_30408666 17.1667995531526 -1.69026362979906 0.451398893483142 -3.74450104818919 0.000180752622463325 0.0156179891209265 1.98404309212961
chr10_670535_671655 17.6512524215396 -1.59919479934101 0.428599863492464 -3.73120697311918 0.000190564577994021 0.0156353163216332 2.08689201670649
chr11_35915442_35916329 35.5736414161349 -0.902188075827529 0.253965777277686 -3.55240019146783 0.000381733806073024 0.0156353163216332 4.17901372314467
chr8_23163653_23164154 11.0271319135797 -1.91173360554287 0.494379142401487 -3.86693822934452 0.000110210329065677 0.0156651892399331 1.20329194139155
chr7_953610_954587 25.4573387184738 -1.13554605689461 0.321923924447802 -3.52737392488745 0.000419703585123697 0.0156848649232614 4.57310336377556
chr8_145502979_145504623 35.7202206145615 -0.993471198499186 0.277347829665211 -3.5820406444082 0.000340920734566843 0.0157206407457611 3.70337183587796
chr16_48157012_48157644 31.3678741258921 1.03496950752121 0.28900593091891 3.58113587576031 0.000342103672468929 0.0157630352803905 3.70337183587796
chr20_61603715_61604573 24.5531558177326 -1.11845142194858 0.314065665815503 -3.56120246077968 0.000369160282913759 0.0158185211608043 3.97653780172579
chr3_185525354_185525878 19.4844778280901 1.37240435662198 0.386816015705033 3.54795122461658 0.000388240110496487 0.0158185211608043 4.18162701614218
chr8_62278764_62280167 42.1960367419285 0.93508237916861 0.263534342977579 3.54823727565619 0.000387818682971577 0.0158384666707469 4.16862106423833
chr13_95952856_95954359 49.8133373407444 0.805222935312941 0.226954468995188 3.54794923791526 0.000388243038919736 0.0158436192830417 4.16862106423833
chr17_18753158_18753876 30.2437903200717 1.13337939890692 0.312691571990201 3.62459209147613 0.000289417881041007 0.0158503405727125 3.10381958166976
chr11_78945274_78945733 17.6403902680818 1.41464289068773 0.379853684619044 3.72417840860614 0.000195952321010709 0.015863604204593 2.08689201670649
chr13_96824328_96824696 13.8587007852197 1.71788229402312 0.464948711132244 3.69477805377657 0.000220078941214209 0.015863604204593 2.34460083731489
chr16_11127828_11128461 12.3293698893328 -1.82821192971393 0.489866024571397 -3.73206517294909 0.000189916346804579 0.015863604204593 2.03025408121129
chr16_57269460_57270144 25.714639092478 1.10961248799304 0.311747789218607 3.55932752810942 0.000371805610663922 0.015863604204593 3.97653780172579
chr17_73520865_73522473 56.4831727162886 -0.707736313042342 0.205138019443691 -3.45004945919647 0.000560483857277216 0.015863604204593 5.98549523606804
chr20_48754804_48755883 27.2119832629517 -1.05943804169058 0.300845553516218 -3.52153465227623 0.000429056587236781 0.015863604204593 4.57310336377556
chr3_66271029_66272058 59.0339810271447 0.711564654904938 0.206484610594077 3.4460904997118 0.000568759850825506 0.015863604204593 6.06136244800336
chr8_140284736_140285057 21.9842634426451 1.26456297723183 0.35668838322879 3.54528781056686 0.000392184606240315 0.015863604204593 4.18162701614218
chr14_64526191_64527976 53.9643502954074 0.822246095918739 0.230391860635109 3.56890253697373 0.000358479742652522 0.0159043598296577 3.80512312704137
chr1_247197743_247198746 21.2893447872967 -1.34645397714168 0.378575670315603 -3.55663103236189 0.000375641158353624 0.0159230703444896 3.97653780172579
chr22_18916683_18917455 43.2129459271573 -0.91358129394484 0.256865254989781 -3.55665578040589 0.000375605788699569 0.0159230703444896 3.97653780172579
chr3_55203442_55204320 19.9714202900953 -1.26964657827617 0.357070774380143 -3.55572807794256 0.000376933782797082 0.0159657129949857 3.97653780172579
chr8_124673760_124674949 55.4830862203771 -0.758076408961865 0.216656878862112 -3.49897225946992 0.000467055170578064 0.0159674489903357 4.92301184571865
chr5_1130342_1131591 17.8549225086172 -1.35233796927818 0.362174618325129 -3.73393910244745 0.000188508092435702 0.0159789135226593 1.98404309212961
chr1_205425674_205426752 25.9255479550322 -1.07939184343273 0.30483546833516 -3.5408997821932 0.000398765011803038 0.016003845788848 4.18162701614218
chr5_139674945_139675415 20.3036972149721 1.22487711643192 0.345918360888258 3.54094276258319 0.000398700059957114 0.016003845788848 4.1856268371571
chr7_7679594_7681107 121.945475351676 0.523892463191096 0.149788168658173 3.49755570072197 0.00046954265006154 0.016003845788848 4.92301184571865
chr12_32907881_32909060 58.1282106219148 0.75234818335754 0.21103036440551 3.56511815480662 0.000363692308188642 0.0160256888868361 3.80512312704137
chr2_201753295_201754896 60.3102413564181 0.732243868133046 0.21282429824639 3.44060276089958 0.000580419986745105 0.0160312129776638 6.06136244800336
chr20_61822583_61823127 23.7752043092451 -1.20383438557075 0.340091231125549 -3.53973956219511 0.000400522072796679 0.0160312129776638 4.18562683728989
chr19_1103688_1104775 63.2058035066561 -0.693922233438448 0.198486718371467 -3.4960638128934 0.000472175766354342 0.0160449715413129 4.92301184571865
chr10_14011059_14011551 15.2204457627753 1.58646423936058 0.429737111704111 3.69170871249518 0.000222752494795181 0.0160563419795402 2.3181064632807
chr2_168953840_168954350 17.5830192554912 1.49086846743112 0.400958989981495 3.71825674116928 0.000200602336955417 0.0160563419795402 2.08689201670649
chr9_36566765_36567638 18.4778634824799 -1.31145907267551 0.36978153625016 -3.54657803084114 0.000390269146726021 0.0160710592938856 4.05324556093947
chr4_152674084_152674810 21.4693182501037 1.21926162361656 0.347215846315013 3.5115379570274 0.000445521836012571 0.0160866212000998 4.61913023642943
chr11_95254029_95254791 28.3305571505482 1.10987038190773 0.317497916704392 3.49567768326833 0.000472859508578787 0.0160959618601401 4.89603297841886
chr1_176625294_176625994 20.6300863099512 1.26285944929995 0.357044266390388 3.53698285668354 0.000404725935783559 0.0160974184674894 4.18162701614218
chr19_17436767_17437698 18.2220563637159 -1.42147791566051 0.38692391069054 -3.67379186549523 0.000238977418304374 0.0160974184674894 2.46879439729965
chr20_35501160_35501758 12.1508237313412 -1.90360285700193 0.51125125727146 -3.72341941448013 0.0001965426140596 0.0160974184674894 2.03025408121129
chr16_84495762_84496758 21.9247481792298 -1.29101374965267 0.36379200699503 -3.54876887020309 0.000387036641241478 0.0161641910200937 3.97653780172579
chr20_62400474_62401035 12.696278642854 -1.84939989392057 0.496883911182155 -3.72199592762139 0.00019765421159973 0.0161641910200937 2.03025408121129
chr5_134430747_134432260 31.6745299931122 -0.97995855532943 0.276219607951572 -3.54775159734946 0.000388534466841635 0.0161992138091239 3.97653780172579
chr6_159063173_159063760 32.9816570701226 1.01303032788079 0.285542570241397 3.54773835307421 0.000388554003295018 0.0161992138091239 3.97653780172579
chr1_244997693_244999802 180.973621173196 0.454025325282229 0.132073560229899 3.437670071829 0.000586742127861512 0.0162310461304133 5.98549523606804
chr8_136737086_136738544 27.9835391403241 -1.04772562233034 0.298511808657933 -3.50982973518122 0.00044839371852687 0.0162310461304133 4.57310336377556
chrX_117686406_117686880 24.3374149482483 1.17141131769692 0.330315594084894 3.54633973894631 0.000390622255098389 0.0162489541696709 3.97653780172579
chr4_48781233_48783019 110.176861855263 0.543135132219899 0.155652643882073 3.48940511817707 0.000484096879825907 0.0162536434091401 4.92301184571865
chr2_20371965_20372434 15.6876727039013 1.54031522469731 0.417970857018418 3.68522158622518 0.000228503749773774 0.0162811582926999 2.3181064632807
chr1_168605482_168606508 42.4134838516321 -0.936523929565283 0.263335879399785 -3.55638560039702 0.000375992095814454 0.0163091170394582 3.80212487314066
chr3_136470268_136472087 124.06919407245 0.545632768386523 0.153427141115629 3.55629886875955 0.000376116184635731 0.0163091170394582 3.80512312704137
chrX_223860_224605 12.3771684233056 -1.76737347726267 0.464301287803639 -3.80652288436066 0.000140934257391949 0.0164015270825742 1.41502503912124
chrX_153671962_153673043 18.0703070093356 -1.40116939644552 0.376442680225725 -3.72213213338439 0.000197547593816663 0.0164015270825742 1.98404309212961
chr16_81434632_81435406 24.2355751026781 1.18606689647721 0.336138064317516 3.52851111606585 0.00041790439492747 0.0164068593717486 4.1856268372899
chr6_223719_224349 26.7495680343859 1.15457828096941 0.32721654414716 3.52848381789081 0.000417947499823646 0.0164068593717486 4.1856268372899
chr7_12725996_12727575 121.067552828409 0.507827425885452 0.1456962152994 3.48552242652209 0.000491177048948177 0.0164068593717486 4.92301184571865
chr8_124688435_124690456 46.5340588682905 -0.847488617995345 0.240221732797 -3.52794315538269 0.000418802083238917 0.0164952380749539 4.16862106423833
chr8_135554868_135555438 25.5847409679253 -1.08276426556109 0.305899766317213 -3.53960474895651 0.00040072670512602 0.0165334514677087 3.97653780172579
chr9_15552132_15553758 69.731472652376 0.658774835771013 0.192263758317323 3.42641193294336 0.000611612058081597 0.0165426301098293 6.06136244800336
chr20_60893791_60894814 30.4986747506175 -1.04665795661967 0.29575811983274 -3.53889846612355 0.000401800365463478 0.0165532259690879 3.97653780172579
chr6_163813572_163813980 16.6778456707872 1.53780595890832 0.41504210180877 3.70518063638965 0.000211240136367637 0.0165703922113503 2.08689201670649
chr17_7283648_7285229 35.3784609979014 -1.00485734596524 0.28405108652577 -3.53759374151901 0.000403790821915449 0.016598397310013 3.97653780172579
chr3_66973793_66975029 19.7012508136123 1.23723614619767 0.351057762214858 3.52430932844733 0.000424588269658843 0.016598397310013 4.18162701614218
chr12_111371969_111372839 25.8570431895039 -1.06462075409485 0.300966963839093 -3.53733426590976 0.000404187768163707 0.0166024616121692 3.97653780172579
chr1_170043230_170044231 102.614264923664 0.587740493228461 0.168322607895129 3.49175016106358 0.000479866871124528 0.0166485037491567 4.70110458766979
chr8_145253574_145255353 42.00439270312 -0.905049775005252 0.256886870227207 -3.52314532153695 0.000426457460676647 0.0166485037491567 4.17901372314467
chr3_138312503_138313916 85.697457026788 0.641326819856754 0.183697652463862 3.49120857700083 0.000480840712338661 0.0166700147854637 4.70110458766979
chr1_242010849_242012049 77.3695852628984 0.608969097561309 0.177780813783236 3.42539267653376 0.00061391142640114 0.0166917405353431 5.98549523606804
chr9_99416682_99417974 45.2756795820358 0.821591817772101 0.231646495410094 3.54674831716146 0.000390016993898299 0.0166917405353431 3.80512312704137
chr1_193674525_193675260 28.1950066436471 1.01318684331052 0.291279468887321 3.47840116291364 0.000504414415692123 0.0167540640320048 4.89603297841886
chr8_123733842_123734557 37.0035253534153 0.916398937381423 0.257990241847649 3.55206821319461 0.000382215760514706 0.0167714085682592 3.70337183587796
chr1_156093028_156093959 69.8230297596313 -0.677127450631675 0.194112121455596 -3.48833161759335 0.00048604485040246 0.0167886658677429 4.70110458766979
chr7_94209897_94210500 8.75721253876678 -2.44553722160268 0.609871868956669 -4.00991969966799 6.07394006074668e-05 0.0168063315295853 0.586433872474643
chr1_158115878_158116939 47.4654065662782 0.788206756602728 0.222423653657874 3.54371823158308 0.000394526644731725 0.0168201657859864 3.80212487314066
chr3_185445533_185446168 25.3314664864804 1.12146543457086 0.320912122527953 3.49461848227057 0.000474739842236486 0.0168201657859864 4.57310336377556
chr12_107349040_107351003 83.5042473102237 0.593958875674494 0.170965777385456 3.47413900464633 0.000512495460209516 0.0168549383233505 4.92301184571865
chr8_103800258_103801762 65.724567686723 -0.709130889920049 0.204243281801208 -3.47199126290114 0.000516613150017285 0.0169779500241629 4.92301184571865
chr16_81538566_81539012 24.6687840580792 1.09156062974716 0.310550941074486 3.51491650925427 0.000439892261818454 0.016994864165286 4.18162701614218
chr2_105653848_105655092 72.6616130103935 0.642847715684812 0.184522234085264 3.48384962317206 0.000494257104864447 0.016994864165286 4.70110458766979
chr1_68201428_68202504 39.9100147256352 0.86364290856639 0.244855576407991 3.52715229620642 0.000420055072851823 0.0170405930268255 3.97653780172579
chr4_110480798_110482500 56.5427224111541 0.789368622275579 0.226656901955186 3.48265865926134 0.000496460937311951 0.0170405930268255 4.70110458766979
chr19_1747193_1748412 92.6702927511314 -0.583993372422812 0.170949824530194 -3.41616830568706 0.000635089815297994 0.0170945408692989 5.98549523606804
chr20_43695587_43696641 17.7144637141644 -1.39395927366163 0.376134896840756 -3.70600889566434 0.000210550906910842 0.0170945408692989 1.98404309212961
chr10_123900087_123901208 44.422230555514 0.814491676773151 0.23033890644251 3.53605775660153 0.000406145887752651 0.0171945721295299 3.80212487314066
chr16_2848823_2850383 33.3416424917649 -0.963868821998156 0.273536637889394 -3.52372840960304 0.000425520165133341 0.0172055581517019 3.97653780172579
chr2_42074829_42075665 19.5713552954756 -1.24340461254998 0.353383374481547 -3.51857133735902 0.000433877147203842 0.0172055581517019 4.05324556093947
chr10_21661712_21662389 15.6269061439714 1.53282171897116 0.418437706395251 3.6632017037281 0.000249082245464298 0.01725834916832 2.3181064632807
chr11_39563099_39564159 23.0974832272868 1.0797702354588 0.307733567003702 3.50878276286907 0.000450162430804454 0.0172684037504225 4.18162701614218
chr18_5294578_5297123 85.8040829107218 0.585154352682789 0.165630045471693 3.5328997889021 0.000411028240831484 0.0172684037504225 3.80512312704137
chr18_77616601_77617775 12.9290307227003 -1.73713110971546 0.471904429951105 -3.68110786731848 0.000232222728323361 0.0172684037504225 2.14903466899773
chr2_166076006_166076397 10.5439025278884 2.22783418847619 0.538692991160615 4.13562868838579 3.5398417304156e-05 0.0172684037504225 0.327661257236976
chr2_208122962_208123745 33.6429291600449 0.95306162815546 0.269220902662762 3.54007292423838 0.000400016483339372 0.0172684037504225 3.70337183587796
chr5_106801658_106802541 39.3023708660825 0.872561929602442 0.247785820006811 3.52143609177659 0.000429216112912796 0.0172684037504225 3.97653780172579
chr8_29191050_29191848 16.0664898934356 -1.58961535888335 0.43680109516281 -3.63922017707132 0.000273464913231466 0.0172684037504225 2.53548204302281
chr20_44575004_44575401 16.1080830599639 -1.39366600354599 0.389617812159826 -3.57700792943802 0.000347549634890287 0.0172880397319234 3.21032312158849
chr5_140868129_140868952 34.6585009995231 0.954249207359143 0.271089118018239 3.52005722079534 0.000431453707301154 0.0173138538323817 3.97653780172579
chr6_132270769_132272780 54.6511163063417 0.750525972023719 0.216750169418076 3.4626315358309 0.00053492038104475 0.0173264720340432 4.92301184571865
chr5_172204476_172204933 32.7839888749023 -1.07367728204964 0.29036841153209 -3.69763803295449 0.000217614892942891 0.017330595585287 2.00084961859523
chr11_93310040_93310858 13.4534288732579 1.72276495887328 0.466464728652761 3.69323735119042 0.000221417183814978 0.0173526103377877 2.03025408121129
chr5_33049272_33050669 79.6486864517932 0.627103994180045 0.177640571984455 3.530184502192 0.000415269965880258 0.0173526103377877 3.80512312704137
chr9_123294028_123295689 76.8216474446541 0.66576444933817 0.195501583094606 3.4054171777013 0.000660630489605507 0.0173526103377877 6.06136244800336
chr20_48864597_48865151 17.8430683139186 -1.40399944941583 0.380946412142347 -3.6855563004783 0.000228203625887026 0.0173745638843815 2.08689201670649
chr20_36615244_36615810 11.5276457493506 -1.95589681208714 0.511616116768824 -3.82297732221543 0.000131849910144893 0.0173851136793508 1.20329194139155
chr3_69061247_69063366 85.2751458890164 0.628490339291412 0.184634718448269 3.40396619104712 0.000664149732567491 0.0173851136793508 6.06136244800336
chr8_145276753_145277775 25.5369649230268 -1.12437546610808 0.32089860381765 -3.50383408569456 0.000458610993832913 0.017388290433744 4.18162701614218
chr6_1311630_1314207 53.511446731172 -0.755500542120659 0.218503694508051 -3.45760992198154 0.000544989861293965 0.0175389865047431 4.92301184571865
